project_id,project,description,ticker
PRO936,Morpheus Network,"Full-service, global, automated, supply chain platform with an integrated cryptocurrency payment system utilizing blockchain.",MORPH
PRO937,Blockchain Terminal,The premium terminal for crypto.,BCT
PRO938,Holo,Holo is the first step toward a Decemberentralized hosting ecosystem.,HOT
PRO939,Solve.Care,"Solve.Care platform utilizes blockchain technology to reduce the enormous global clinical and IT system costs associated with our current healthcare system. This revolutionary platform, along with its vast components, is available to all parties involved and creates far-reaching and timeless benefits.",CAN
PRO940,CRED,A Decemberentralized lending ecosystem that facilitates open access to credit anywhere and anytime based on the Ethereum blockchain.,LBA
PRO941,Project SHIVOM,"World's largest blockchain enabled digital genome repository. Powering the next era of genomics through blockchain technology - protecting identity, personalising healthcare, transforming lives.",OmiX
PRO942,Eligma,AI-driven and blockchain-based cognitive commerce platform.,ELI
PRO943,HOLD,Peer-to-peer lending platform that provides instant cash advances against cryptocurrency collateral.,HOLD
PRO944,Grain,"Transparent contracts. Drastically reduced overhead costs. And instant payments. Facilitated by Grain’s blockchain solution. Grain is an infrastructure solution that allows companies to process work agreements on the blockchain, with an instant payment mechanism.",GRAIN
PRO945,Skrumble Network,"Secure Communication-Centric Blockchain. Skrumble Network provides global access to a secure communication system that enables user privacy and data ownership, all in one place.",SKM
PRO946,Unibright,The first unified framework for blockchain based business integration.,UBT
PRO947,DAOstack,"DAOstack is designed to catalyze the future of collaboration. It powers Decemberentralized companies, funds and Marchkets to make fast and inNovemberative Decemberisions at scale.",GEN
PRO948,Bezant,"A Decemberentralized payment platform
enabling the creation of robust applications.",BZNT
PRO949,Merculet,Merculet is created to lead the transformation of turning the information-based internet into the value-based internet.,MVP
PRO950,HYCON,"HYCON is the digital asset built on top of a faster and more scalable blockchain developed by the Infinity Project team. Using a DAG (Directed Acyclic Graph) structure, it has the capability to publish several blocks simultaneously with the ability to resolve conflicting transactions and reject double-spends through the SPECTRE consensus algorithm.",HYCON
PRO951,GoChain,"GoChain is a scalable, high performance, low cost, and Decemberentralized cryptocurrency and blockchain that supports sMarcht contracts and distributed applications.",GO
PRO952,Quant Network,Quant is the Blockchain operating system for the future.,QNT
PRO953,Hero Node,The next generation Decemberentralized Blockchain fog APP development platform.,HER
PRO954,TTC Protocol,A Decemberentralized and token incentivized protocol for the next generation social networks.,TTC
PRO955,Academy,First accredited school of blockchain development.,ACAD
PRO956,Orbs,Orbs is a blockchain infrastructure-as-a-service built for large scale consumer applications to meet their business and technological requirements.,ORBS
PRO957,ATN,"ATN is a global artificial intelligence API Marchketplace where developers, technology suppliers and buyers come together to access and develop new and inNovemberative forms of A.I. technology, effectively building the next generation of artificial intelligence in a trusted and collaborative environment.",ATN
PRO958,XYO Network,The location-verifying proof of origin protocol that connects the blockchain to the real world.,XYO
PRO959,The Abyss (DAICO),"The first game platform which shares its revenue with gamers. Earn from an advanced referral system, gaming achievements and other activities!",ABYSS
PRO960,Rate3 Network,Rate3 is a dual protocol for asset-tokenization and identity management. It serves to help bridge enterprises and their users with the public Stellar and Ethereum blockchain networks,RTE
PRO961,Blue Whale,The Decemberentralized Ecosystem for Self-employed.,BWX
PRO962,Egretia,The World's First HTML5 Blockchain Engine and Platform.,EGT
PRO963,Sentinel Protocol,"Operating on blockchain technology, Sentinel Protocol harnesses collective cyber security intelligence to protect crypto assets against hackers, scams and fraud.",UPP
PRO964,LemoChain,"Cross-application ecosystem for business data circulation, based on secure multi-party computation. Offering application developers and operators a universal user account system, sMarcht contracts, as well as ownership authentication and circulation of digital assets to build a flourishing Decemberentralized data ecosystem.",LEMO
PRO965,EdenChain,Programmable economy platform.,EDN
PRO966,CarBlock,World’s first blockchain-based transportation solution built on data generated by sMarcht devices and $10 million in VC funding.,CAR
PRO967,Phantasma Chain,"Next-generation messaging protocol, using the power of the NEO blockchain. Decemberentralized, fast and secure.",SOUL
PRO968,PCHAIN,The first native multi-chain system that supports EVM in the world. Making large-scale block-chain applications possible.,PI
PRO969,Insureum,"The Insureum Protocol uses blockchain to create a Decemberentralized ecosystem that connects insurers, their policyholders, and third parties",ISR
PRO970,RightMesh,"RightMesh is the world’s first software-based, ad hoc mobile mesh networking platform and protocol using blockchain technology and MESH tokens to power growth.",RMESH
PRO971,BitRewards,Cashback & Loyalty Points in Cryptocurrency,BIT
PRO972,Omnitude,"Pioneering project to revolutionise eCommerce using blockchain technologies & ecosystems to address challenges around fraud, identity theft, supply chain & more.",ECOM
PRO973,DCC,We build a public blockchain to transform financial services.,DCC
PRO974,MVL Chain,Fast growing vehicle data collecting ecosystem on the blockchain.,MVL
PRO975,Cardstack,"The experience layer of the Decemberentralized internet. Cardstack is an open-source framework and consensus protocol that makes blockchains usable and scalable for the mass Marchket, creating a Decemberentralized software ecosystem that can challenge today’s digital superpowers.",CARD
PRO976,HybridBlock,InNovemberative trading and education platform for leveraging the disruptive technologies emerging from the blockchain space. It is an alternative for those who want to benefit from the explosive growth of cryptocurrencies without the high risk and complexity that accompanies digital asset trading.,HYB
PRO977,Arweave,"A new data storage blockchain protocol based on a Novemberel proof of access consensus mechanism that creates truly permanent data storage for the first time. Now data is finally permanent, low-cost, and truly censorship free.",AR
PRO978,Cool Cousin,Revolutionizing travel with a sharing economy powered by blockchain.,CUZ
PRO979,FANTOM,FANTOM is the world’s first DAG based sMarcht contract platform that solves the issue of scalability and confirmation time of the existing blockchain technology.,FTM
PRO980,MoneyToken,"MoneyToken provides crypto-backed loans, stablecoin MTC and a Decemberentralized exchange service.",IMT
PRO981,Alchemint,"The SDT (special drawing token) operated by Alchemint project is initially a sMarcht contract platform on NEO (a blockchain network will be Septemberarately established later), the price of sdcny will be supported and stabilized through the SAR, automated feedback mechanism and appropriate external incentives",SDT
PRO982,OneLedger,A Scalable and Universal Cross-ledger Protocol Designed for Business.,OLT
PRO983,AIRBLOC Protocol,"Airbloc redefines how data is collected, monetized and utilize via enterprise and application oriented features.",ABL
PRO984,UChain,"The Next Generation Distributed SMarcht Network
Blockchain for the Sharing Economy.",UCN
PRO985,Metronome,"Metronome is the world's first cross-blockchain cryptocurrency, making Decemberentralization possible and delivering institutional-class endurance.",MET
PRO986,Multiversum,4th Generation Relational Blockchain,MTV
PRO987,DAV Network,"DAV is a blockchain-based transportation protocol that enables a Decemberentralized, peer to peer, global transportation network. Our underlying infrastructure enables vehicles to discover, communicate, and transact with one another using DAV tokens. US and China restrictions apply",DAV
PRO988,Atonomi,Atonomi provides a new security protocol and infrastructure to enable billions of IoT devices to have trusted interoperability for both data and commerce.,ATMI
PRO989,GoNetwork,"A highly scalable, low cost mobile first network infrastructure for Ethereum.",GOT
PRO990,QuarkChain,QuarkChain is a high-throughput blockchain that aims to achieve millions of transactions per second (TPS).,QKC
PRO991,Elysian,"A blockchain-based platform for online stores that integrates AI, atomic swaps & customizable VR to transform the Ecommerce industry.",ELY
PRO992,TraceTo,Decemberentralised KYC network that seeks to bridge the compliance gap between the real and virtual worlds.,T2T
PRO993,INCX,"INCX - A state of the art, ultra-scalable, simple, secure and compliant Crypto Exchange.",INCX
PRO994,Databroker DAO,"DataBroker DAO is the first Marchketplace to sell & buy sensor data. As a Decemberentralised Marchketplace for IoT sensor data using Blockchain technology, Databroker DAO enables sensor owners to turn generated data into revenue streams. This will open up a wealth of opportunities for various industries. Data will be used and become more effective.",DTX
PRO995,BitScreener,BitScreener is building a financial data ecosystem that unifies the domain of cryptos and stocks in a single platform.,BITX
PRO996,Midas Protocol,Decemberentralized Portfolio and Asset management Platform for everyone.,MAS
PRO997,Essentia,Essentia is a masternoded multi-chained set of protocols connecting centralized and Decemberentralized resources to create new powerful interactions and experiences,ESS
